unique,0.04728886654511505
harry,0.030258131818908972
seeks,0.026063091908224756
park,0.020001644263745642
far,0.01573216202740458
heroes,0.013718565198526564
apart,0.012369597586639348
captain,0.011450258504295888
back,0.010539298023143183
home,0.009983745090848805
criminal,0.00970204262556975
must,0.009519417228956766
ring,0.009415241345283602
peter,0.009138885846924355
meanwhile,0.00879045164793124
named,0.008515097599864881
life,0.008478609092088932
edward,0.008123884760914938
new,0.008033449706210043
works,0.0075875281839009575
led,0.00757289321375545
following,0.007542081740163481
world,0.007518420288342496
ship,0.007165127938233508
act,0.007152313435726328
win,0.00676748341936053
powerful,0.006559502078587126
alien,0.0064354597654628365
evil,0.006283348286712463
help,0.0057941410783024245
find,0.005754654633776389
enemy,0.005742467464000724
ultimate,0.005727578632358424
one,0.005705913992681276
disaster,0.00567641777275069
global,0.005662065713483133
earth,0.005647834667624981
time,0.005418531145967136
young,0.005407354726794344
alex,0.0052186695210522
sam,0.005179405818989803
mission,0.0051195560125748465
alice,0.00504283428898262
quiet,0.004894051920510632
hands,0.004574880918835682
epic,0.004573266956352508
hidden,0.0045591573814399685
discovery,0.004479424046680808
hero,0.004475637529607016
reluctantly,0.004457989386687684
dark,0.004387350414090339
protect,0.004326610023289995
year,0.004302019573755342
learns,0.004229186494689178
winning,0.00422554692730215
revenge,0.004130242179921495
heads,0.004088604718810364
theyre,0.00401865818688177
called,0.003917781139741347
kevin,0.0038733604366892696
unexpected,0.0037121382462066963
tries,0.003712057678020973
two,0.003676857113058923
also,0.00367160708752542
san,0.0036315848048527584
hes,0.0036255794169806213
max,0.00349067430762619
plot,0.003426723665849357
de,0.003293357162798578
love,0.0032876134603832563
including,0.0032637489025044756
however,0.003246953062072238
accidentally,0.003242479885687352
hunt,0.0031931476511550703
around,0.0031807336024713183
whos,0.003045755800058188
quest,0.003031484108384985
meet,0.00296748136568369
forces,0.002946879021552693
strange,0.002946625861655966
john,0.002929664290564426
smith,0.002905268773344641
battle,0.0027963880809951493
first,0.002747307863420557
give,0.0027460886113678004
mysterious,0.0027351050508855864
go,0.002711510047668344
continue,0.002682746723072157
queen,0.002678766395289371
anyone,0.0025760637262251898
especially,0.0025656979790877788
adventure,0.0025342466441975594
cant,0.0025318345301622433
along,0.0025252379348152114
finds,0.0024414507834174806
artist,0.0023922496065528183
games,0.0023856836252850815
bond,0.0023654932493406716
deal,0.0023366357297149223
sent,0.002334385718578617
true,0.0023153359946573642
planet,0.0023094727674239724
family,0.0022980789350607535
takes,0.0022956868568535633
magical,0.002290307250104583
inside,0.00226243411924151
leave,0.002257602330947634
get,0.0020607074935778324
well,0.0020579553088809115
stop,0.0020556946666379777
travel,0.002042052464653018
lord,0.002039488515377886
prince,0.002024820027564944
seek,0.001973627694047525
target,0.001961170938619892
known,0.001932507298115128
war,0.001917827312080255
found,0.0018980841672990266
city,0.0018919719090103155
change,0.00188739071405575
upon,0.0018771042852075974
danger,0.0018635026643118147
government,0.001855953558867882
leader,0.0018503208587099067
use,0.0018401284583036176
group,0.0018363440090523712
enemies,0.001825494393577956
capture,0.0018232624413957073
doctor,0.00180162310517864
becomes,0.001800204479558609
kingdom,0.0017885364625885314
years,0.001763452722529628
team,0.0017193212943715564
proves,0.0016834953415739706
human,0.001674504597353551
everything,0.0016630602511877213
control,0.0016441673270775506
take,0.0016264439557982485
free,0.0016047197996736755
man,0.0016043535890672277
game,0.0015937379290300025
father,0.001587293207270149
race,0.0015822803208359834
old,0.001554306332247597
mind,0.0015085007607110348
realizes,0.0015023537224759837
develops,0.001489861296897917
nothing,0.0014619617074606902
jack,0.0014567623756812603
high,0.0014531498751925553
ancient,0.0014483735801272782
join,0.0014366283299971903
agent,0.001435196595266663
organization,0.0014351337673147468
dad,0.0014248920640365275
become,0.0014236622361597936
husband,0.0014130972273309673
technology,0.0013912253752863
heart,0.001383372408665731
wife,0.001373982913544181
land,0.0013722489439034688
cia,0.001364363068833287
determined,0.0013473073678551546
partner,0.0013472018395050652
plans,0.0013354722243352326
needs,0.00132780098537658
impossible,0.0013251701859241763
soon,0.0013247909846245906
tough,0.0012768555726466264
rule,0.0012724418337408078
destroy,0.0012720520278109988
continues,0.0012633376232300702
closer,0.001254916301751157
america,0.0012539717230881763
theres,0.0012500942382865587
notorious,0.0012475980767803914
storm,0.0012278865920511898
within,0.0012113056357748145
former,0.001209389406728745
save,0.0012081620361901672
journey,0.0012076865458203357
hits,0.0011970277230306204
way,0.001190669940358225
isnt,0.001189473676689267
great,0.0011707818194567332
task,0.0011705358434119018
crime,0.0011699391182409652
dead,0.0011682709599656203
plan,0.0011620639922464587
trying,0.0011608375809391137
future,0.0011399105295540378
death,0.0011385410963122963
courage,0.001134898874162893
child,0.001134191060650914
identity,0.0011310168135968961
caught,0.0011309071494806503
attempt,0.0011308542637817425
secret,0.0011242718540945026
american,0.0011227431339246253
christian,0.0011152729954658027
missing,0.00111513004104116
professor,0.0011111666517092682
need,0.0011111335655574945
plane,0.0011035327803064043
men,0.0011027076300260895
entire,0.001098095225595345
ambitious,0.0010830628165750926
faces,0.0010808431169645346
supernatural,0.0010763910029989747
ever,0.001070413910411681
michael,0.0010663270007673091
away,0.0010521182635200791
vampire,0.0010490561772279383
born,0.0010482498875377805
despite,0.0010469476902359959
form,0.0010430664802763478
friend,0.001038272965748491
fighting,0.001030590317120351
leading,0.0010297133216621256
worlds,0.001028143181895831
international,0.0010271119101016109
cast,0.0010244732395133824
businessman,0.001018651468775353
film,0.0010024459402750137
decide,0.0010004688712038036
live,0.0009855500926221328
